path,page_type,language,title,canonical,robots,indexable,in_sitemap,sitemap_files,hreflang,body_chars,unique_chars,template_share_pct,external_links,internal_links,news_aggregation,has_author,has_published_date,has_modified_date,has_reviewed_date,has_source,has_as_of,is_tool,data_completeness,has_adsense,uses_ga4,uses_naver_analytics,uses_supabase,has_meta_refresh,grade,action_reason
/apt/busan-busanjin/hwasin/,apt-complex,ko,화신 실거래가·취득세 계산 | 부산진구 — 톺다,https://topda.kr/apt/busan-busanjin/hwasin/,"noindex,follow",False,False,,,2315,1106,52.2,0,19,False,False,False,True,False,True,True,False,"{""deal_rows"": 10, ""quarters_charted"": 4, ""area_types"": 3, ""has_chart"": true}",False,True,True,False,False,B,"품질 게이트 미달(거래 10행 · 면적 3유형 · 분기차트 있음) — noindex,follow"
/apt/busan-busanjin/hyedoinpakeuebinyuyeonji/,apt-complex,ko,혜도인파크에비뉴연지 실거래가·취득세 계산 | 부산진구 — 톺다,https://topda.kr/apt/busan-busanjin/hyedoinpakeuebinyuyeonji/,"noindex,follow",False,False,,,2218,1058,52.3,0,19,False,False,False,True,False,True,True,False,"{""deal_rows"": 6, ""quarters_charted"": 4, ""area_types"": 4, ""has_chart"": true}",False,True,True,False,False,B,"품질 게이트 미달(거래 6행 · 면적 4유형 · 분기차트 있음) — noindex,follow"
/apt/busan-busanjin/hyeondae/,apt-complex,ko,현대 실거래가·취득세 계산 | 부산진구 — 톺다,https://topda.kr/apt/busan-busanjin/hyeondae/,"noindex,follow",False,False,,,2182,1058,51.5,0,19,False,False,False,True,False,True,True,False,"{""deal_rows"": 11, ""quarters_charted"": 4, ""area_types"": 2, ""has_chart"": true}",False,True,True,False,False,B,"품질 게이트 미달(거래 11행 · 면적 2유형 · 분기차트 있음) — noindex,follow"
/apt/busan-busanjin/hyeopseonghyuporesitijeunpakeu/,apt-complex,ko,협성휴포레시티즌파크 실거래가·취득세 계산 | 부산진구 — 톺다,https://topda.kr/apt/busan-busanjin/hyeopseonghyuporesitijeunpakeu/,"noindex,follow",False,False,,,3102,1859,40.1,0,19,False,False,False,True,False,True,True,False,"{""deal_rows"": 27, ""quarters_charted"": 4, ""area_types"": 4, ""has_chart"": true}",False,True,True,False,False,B,"품질 게이트 미달(거래 27행 · 면적 4유형 · 분기차트 있음) — noindex,follow"
/apt/busan-busanjin/hyeopseongpinikseutaun/,apt-complex,ko,협성피닉스타운 실거래가·취득세 계산 | 부산진구 — 톺다,https://topda.kr/apt/busan-busanjin/hyeopseongpinikseutaun/,"noindex,follow",False,False,,,2566,1292,49.6,0,19,False,False,False,True,False,True,True,False,"{""deal_rows"": 9, ""quarters_charted"": 4, ""area_types"": 6, ""has_chart"": true}",False,True,True,False,False,B,"품질 게이트 미달(거래 9행 · 면적 6유형 · 분기차트 있음) — noindex,follow"
/apt/busan-busanjin/ijinjensitigaegeum/,apt-complex,ko,이진젠시티개금 실거래가·취득세 계산 | 부산진구 — 톺다,https://topda.kr/apt/busan-busanjin/ijinjensitigaegeum/,"noindex,follow",False,False,,,4236,2969,29.9,0,19,False,False,False,True,False,True,True,False,"{""deal_rows"": 58, ""quarters_charted"": 4, ""area_types"": 4, ""has_chart"": true}",False,True,True,False,False,A,품질 게이트 통과 단지 페이지 — 색인 후보
/apt/busan-busanjin/ildongmiraju/,apt-complex,ko,일동미라주 실거래가·취득세 계산 | 부산진구 — 톺다,https://topda.kr/apt/busan-busanjin/ildongmiraju/,"noindex,follow",False,False,,,2107,961,54.4,0,19,False,False,False,True,False,True,True,False,"{""deal_rows"": 6, ""quarters_charted"": 4, ""area_types"": 3, ""has_chart"": true}",False,True,True,False,False,B,"품질 게이트 미달(거래 6행 · 면적 3유형 · 분기차트 있음) — noindex,follow"
/apt/busan-busanjin/,apt-region,ko,부산 부산진구 아파트 실거래가·세대수·시세 추이 — 톺다,https://topda.kr/apt/busan-busanjin/,(none → index),True,True,sitemap-apt-regions.xml,,25909,25249,2.5,0,349,False,False,False,False,False,True,False,False,"{""table_rows"": 345}",False,False,False,False,False,A,지역 허브 — 단지 페이지 진입점
/apt/busan-busanjin/jeonpodongemeraldeuhom/,apt-complex,ko,전포동에메랄드홈 실거래가·취득세 계산 | 부산진구 — 톺다,https://topda.kr/apt/busan-busanjin/jeonpodongemeraldeuhom/,"noindex,follow",False,False,,,2672,1482,44.5,0,19,False,False,False,True,False,True,True,False,"{""deal_rows"": 22, ""quarters_charted"": 4, ""area_types"": 2, ""has_chart"": true}",False,True,True,False,False,B,"품질 게이트 미달(거래 22행 · 면적 2유형 · 분기차트 있음) — noindex,follow"
/apt/busan-busanjin/merium/,apt-complex,ko,메리움 실거래가·취득세 계산 | 부산진구 — 톺다,https://topda.kr/apt/busan-busanjin/merium/,"noindex,follow",False,False,,,2119,996,53.0,0,19,False,False,False,True,False,True,True,False,"{""deal_rows"": 9, ""quarters_charted"": 4, ""area_types"": 2, ""has_chart"": true}",False,True,True,False,False,B,"품질 게이트 미달(거래 9행 · 면적 2유형 · 분기차트 있음) — noindex,follow"
